date,MMM,ABT,ABBV,ABMD,ACN
2005-12-06,77.7,37.87,,9.0,28.85
2005-12-07,77.38,38.0,,9.0,28.74
2005-12-08,76.94,38.29,,9.06,28.24
2005-12-09,77.86,38.99,,9.32,28.25
2005-12-12,77.11,39.17,,9.24,28.4
2005-12-13,76.95,39.47,,9.2,28.29
2005-12-14,77.55,39.47,,8.92,28.89
2005-12-15,77.49,39.25,,9.19,28.57
2005-12-16,77.09,40.17,,9.06,28.59
2005-12-19,77.57,40.43,,8.87,28.2
2005-12-20,77.43,40.0,,8.91,28.57
2005-12-21,78.05,40.37,,9.17,28.73
2005-12-22,78.64,40.74,,9.38,28.66
2005-12-23,78.6,40.86,,9.39,28.94
2005-12-27,77.38,40.4,,9.43,28.85
2005-12-28,78.2,40.35,,9.51,28.88
2005-12-29,78.29,39.8,,9.48,28.81
2005-12-30,77.5,39.43,,9.24,28.87
2006-01-03,79.11,39.55,,9.35,29.3
2006-01-04,78.71,39.61,,9.62,29.46
2006-01-05,77.99,40.12,,9.55,29.68
2006-01-06,78.63,40.89,,9.75,31.15
2006-01-09,79.02,42.41,,10.15,31.06
2006-01-10,78.53,42.0,,10.21,30.39
2006-01-11,78.37,41.43,,10.55,30.64
2006-01-12,77.7,41.34,,10.71,30.59
2006-01-13,77.5,41.19,,10.27,30.21
2006-01-17,77.09,41.07,,9.9,30.84
2006-01-18,76.9945,41.076,,10.36,30.86
2006-01-19,76.91,41.54,,10.3,31.09
2006-01-20,75.24,40.35,,10.16,31.19
2006-01-23,75.7,40.51,,10.29,30.73
2006-01-24,74.2,40.06,,10.65,30.59
2006-01-25,73.0,42.17,,10.59,30.97
2006-01-26,72.7,43.32,,10.9,31.22
2006-01-27,72.65,43.0,,10.86,31.43
2006-01-30,72.65,42.94,,10.95,31.43
2006-01-31,72.75,43.15,,10.95,31.53
2006-02-01,73.19,43.1,,11.16,31.72
2006-02-02,72.15,42.42,,11.2,31.66
2006-02-03,71.1,42.49,,10.97,31.47
2006-02-06,71.17,42.42,,10.87,31.99
2006-02-07,70.65,42.11,,10.34,32.29
2006-02-08,71.0,42.06,,10.35,32.44
2006-02-09,72.12,42.15,,10.13,31.74
2006-02-10,72.61,42.47,,9.82,31.97
2006-02-13,72.91,42.83,,9.92,32.18
2006-02-14,73.7,43.73,,10.06,31.89
2006-02-15,73.13,44.15,,10.51,32.36
2006-02-16,73.05,44.36,,10.88,32.83
2006-02-17,73.77,44.34,,11.14,32.7
2006-02-21,73.2,43.99,,10.53,32.34
2006-02-22,72.98,43.9,,10.69,32.44
2006-02-23,73.65,43.43,,10.69,32.39
2006-02-24,73.91,43.95,,10.68,32.4
2006-02-27,73.69,44.45,,10.84,32.94
2006-02-28,73.59,44.18,,10.4,32.66
2006-03-01,73.67,44.0,,10.9,32.63
2006-03-02,73.05,43.44,,10.72,32.6
2006-03-03,72.88,43.78,,10.63,32.52
2006-03-06,71.95,43.68,,10.65,32.37
2006-03-07,72.27,43.53,,10.51,31.88
2006-03-08,72.38,43.48,,10.75,31.53
2006-03-09,71.8,43.19,,10.51,31.43
2006-03-10,72.32,43.92,,10.59,31.56
2006-03-13,72.09,44.93,,10.5,31.55
2006-03-14,73.53,45.16,,10.72,31.67
2006-03-15,74.0,45.25,,10.92,31.89
2006-03-16,74.89,45.0,,11.01,31.84
2006-03-17,74.79,45.18,,11.44,31.51
2006-03-20,75.0,44.25,,12.11,31.44
2006-03-21,74.93,43.94,,11.73,31.92
2006-03-22,76.07,44.1,,11.92,32.35
2006-03-23,76.77,43.88,,12.8,32.16
2006-03-24,76.8,43.87,,13.2,31.5
2006-03-27,76.84,43.46,,13.13,30.82
2006-03-28,76.3,42.96,,12.87,30.9
2006-03-29,77.56,42.92,,12.75,29.11
2006-03-30,76.52,42.64,,12.72,30.06
2006-03-31,75.69,42.47,,12.9,30.07
2006-04-03,75.84,42.9,,12.9,29.91
2006-04-04,77.0,42.59,,13.14,30.35
2006-04-05,77.46,42.66,,13.28,29.7
2006-04-06,81.38,42.87,,13.74,29.4
2006-04-07,81.03,42.09,,13.64,29.03
2006-04-10,80.98,42.18,,13.5,29.01
2006-04-11,80.79,41.45,,13.16,28.75
2006-04-12,81.1,41.64,,13.09,29.39
2006-04-13,80.97,41.5,,13.4,29.49
2006-04-17,80.26,41.13,,13.17,29.68
2006-04-18,81.59,41.68,,13.9,30.58
2006-04-19,81.88,41.34,,13.64,30.2
2006-04-20,82.6,41.91,,13.96,30.16
2006-04-21,85.06,42.0,,13.89,30.01
2006-04-24,85.46,41.14,,13.49,29.71
2006-04-25,84.81,41.2,,13.27,29.65
2006-04-26,85.52,41.11,,13.2,29.6
2006-04-27,85.23,42.03,,12.91,29.69
2006-04-28,85.43,42.74,,12.93,29.07
2006-05-01,84.97,42.32,,12.99,29.47
2006-05-02,84.5,42.15,,13.19,29.45
2006-05-03,85.9,42.25,,12.79,29.36
2006-05-04,86.47,42.53,,13.16,29.35
2006-05-05,87.3,42.77,,13.46,29.45
2006-05-08,88.13,42.47,,13.73,29.5
2006-05-09,87.58,42.25,,12.93,29.41
2006-05-10,87.65,41.79,,13.13,29.5
2006-05-11,87.17,42.02,,12.62,29.62
2006-05-12,86.57,41.42,,12.28,29.17
2006-05-15,87.12,42.3,,12.06,28.86
2006-05-16,86.3,42.66,,11.82,28.97
2006-05-17,84.42,41.83,,11.71,28.66
2006-05-18,84.15,41.96,,11.68,27.74
2006-05-19,84.31,41.82,,12.0,27.68
2006-05-22,83.73,41.75,,12.12,27.26
2006-05-23,83.44,41.74,,12.03,27.36
2006-05-24,83.82,42.15,,12.45,27.85
2006-05-25,83.26,42.5,,13.23,28.02
2006-05-26,83.87,42.67,,13.31,27.95
2006-05-30,83.46,42.54,,12.83,27.71
2006-05-31,83.66,42.7,,13.4,28.15
2006-06-01,84.51,43.22,,13.57,28.08
2006-06-02,84.78,43.13,,13.71,27.89
2006-06-05,82.95,42.46,,12.72,27.47
2006-06-06,82.26,42.23,,12.74,27.44
2006-06-07,80.34,42.89,,13.12,27.03
2006-06-08,81.75,43.17,,13.14,27.04
2006-06-09,80.7,43.19,,13.02,27.11
2006-06-12,80.16,42.72,,12.34,26.61
2006-06-13,79.96,42.45,,12.78,26.0
2006-06-14,79.9,42.7,,12.66,25.98
2006-06-15,80.9,43.06,,12.62,26.23
2006-06-16,80.51,42.78,,12.82,25.78
2006-06-19,79.43,42.32,,12.36,25.98
2006-06-20,79.89,42.22,,12.01,26.29
2006-06-21,80.4,42.27,,12.45,27.29
2006-06-22,79.59,42.04,,12.06,26.85
2006-06-23,79.92,41.95,,12.02,27.1
2006-06-26,80.21,42.03,,12.24,27.26
2006-06-27,78.7,41.64,,12.04,27.05
2006-06-28,79.28,42.19,,11.97,27.45
2006-06-29,81.15,42.9,,13.02,28.1
2006-06-30,80.77,43.61,,12.97,28.32
2006-07-03,81.12,43.58,,12.81,28.49
2006-07-05,80.55,43.61,,13.0,28.44
2006-07-06,81.39,43.78,,13.44,28.24
2006-07-07,74.1,43.8,,13.57,28.0
2006-07-10,73.11,43.65,,13.65,27.97
2006-07-11,73.09,44.26,,13.62,27.69
2006-07-12,72.72,44.11,,13.53,28.24
2006-07-13,71.63,43.99,,13.27,28.05
2006-07-14,71.22,44.01,,12.67,28.37
2006-07-17,70.66,44.48,,12.42,28.11
2006-07-18,70.85,44.7,,12.99,27.99
2006-07-19,71.02,46.28,,13.61,28.91
2006-07-20,71.1,46.21,,13.02,28.2
2006-07-21,70.72,46.84,,12.74,27.92
2006-07-24,71.69,47.56,,13.46,28.21
2006-07-25,68.11,48.08,,13.64,28.78
2006-07-26,69.06,47.1,,13.67,28.29
2006-07-27,69.75,47.22,,13.42,28.56
2006-07-28,70.52,47.82,,13.75,28.92
2006-07-31,70.4,47.77,,13.66,29.26
2006-08-01,69.91,47.51,,13.44,28.49
2006-08-02,69.61,47.15,,13.69,28.76
2006-08-03,69.28,47.22,,13.51,29.11
2006-08-04,69.45,47.24,,13.39,28.83
2006-08-07,69.0,47.34,,13.29,28.8
2006-08-08,68.56,47.67,,12.85,28.59
2006-08-09,68.3,47.32,,13.21,28.03
2006-08-10,68.41,47.72,,13.12,28.05
2006-08-11,68.53,47.41,,12.94,27.67
2006-08-14,68.62,47.96,,13.14,27.79
2006-08-15,69.78,48.66,,13.71,28.06
2006-08-16,70.79,49.28,,13.49,28.79
2006-08-17,71.2,49.13,,13.72,28.94
2006-08-18,71.21,49.0,,13.68,29.1
2006-08-21,71.12,48.67,,13.5,28.57
2006-08-22,71.29,48.94,,13.34,28.06
2006-08-23,70.34,49.0,,12.95,28.24
2006-08-24,70.1,48.82,,13.13,28.48
2006-08-25,69.92,48.79,,13.37,28.36
2006-08-28,70.94,48.96,,13.43,28.71
2006-08-29,71.61,48.96,,13.7934,28.61
2006-08-30,71.44,48.18,,14.58,28.8
2006-08-31,71.7,48.7,,14.92,29.66
2006-09-01,71.72,48.37,,14.71,29.92
2006-09-05,71.35,48.35,,14.98,29.69
2006-09-06,71.5,47.93,,14.84,28.87
2006-09-07,70.59,47.9,,14.53,28.39
2006-09-08,71.51,48.9,,14.66,28.6
2006-09-11,71.35,48.64,,14.62,28.38
2006-09-12,72.57,48.8,,14.8,28.75
2006-09-13,73.37,49.18,,14.77,29.47
2006-09-14,73.53,49.15,,15.02,29.34
2006-09-15,74.14,49.48,,14.8,29.0
2006-09-18,73.89,48.88,,15.15,29.26
2006-09-19,73.25,49.16,,14.99,29.11
2006-09-20,73.42,48.55,,15.07,29.39
2006-09-21,73.11,48.2,,15.3,29.13
2006-09-22,73.07,47.9,,14.69,29.34
2006-09-25,73.7,47.95,,15.07,29.75
2006-09-26,74.75,48.07,,15.0,29.47
2006-09-27,74.65,48.37,,15.1,29.36
2006-09-28,74.6,48.33,,15.09,31.6
2006-09-29,74.42,48.56,,14.78,31.71
2006-10-02,73.59,48.24,,14.73,30.84
2006-10-03,74.03,47.61,,14.3842,30.93
2006-10-04,74.87,47.14,,14.95,31.35
2006-10-05,75.92,46.35,,15.09,31.24
2006-10-06,75.95,46.19,,14.7,30.8
2006-10-09,75.8,46.7,,14.64,31.45
2006-10-10,75.2,46.25,,14.86,31.53
2006-10-11,75.47,46.47,,14.98,31.95
2006-10-12,75.43,46.45,,15.0,31.7
2006-10-13,75.4,46.93,,13.49,32.2
2006-10-16,75.75,47.17,,14.06,31.92
2006-10-17,75.8,47.19,,13.88,31.59
2006-10-18,75.53,47.85,,13.93,31.91
2006-10-19,76.4,47.92,,14.09,31.54
2006-10-20,78.47,48.78,,13.94,31.5
2006-10-23,80.09,48.83,,14.06,32.07
2006-10-24,79.89,48.12,,14.1,32.38
2006-10-25,79.46,48.28,,13.94,32.39
2006-10-26,79.24,47.89,,14.5,32.81
2006-10-27,78.95,47.67,,14.43,32.49
2006-10-30,78.94,47.09,,14.42,33.33
2006-10-31,78.84,47.51,,14.2,32.91
2006-11-01,78.84,47.42,,13.14,32.98
2006-11-02,78.88,47.46,,13.19,33.33
2006-11-03,78.58,47.64,,13.33,33.09
2006-11-06,79.59,47.47,,13.51,33.7
2006-11-07,79.42,47.86,,13.1,33.1
2006-11-08,79.42,47.28,,13.3,33.44
2006-11-09,78.9,45.84,,13.06,33.37
2006-11-10,79.19,45.97,,12.86,33.87
2006-11-13,79.5,45.65,,12.53,33.78
2006-11-14,80.09,46.18,,13.14,34.11
2006-11-15,80.71,46.99,,13.01,34.35
2006-11-16,80.29,47.49,,12.94,34.97
2006-11-17,81.4,47.67,,12.47,35.15
2006-11-20,80.92,47.76,,12.98,34.57
2006-11-21,81.64,47.49,,12.76,34.49
2006-11-22,81.47,47.55,,12.69,34.26
2006-11-24,81.15,46.95,,12.74,34.32
2006-11-27,80.23,46.39,,12.34,33.32
2006-11-28,80.41,46.4,,12.39,33.22
2006-11-29,80.98,46.77,,12.32,33.2
2006-11-30,81.46,46.66,,12.61,33.7
2006-12-01,79.98,46.57,,12.44,33.81
2006-12-04,80.89,48.1,,12.65,34.4
2006-12-05,80.56,48.29,,13.07,34.69
2006-12-06,79.8,48.01,,13.05,34.5
2006-12-07,79.56,48.04,,12.9,34.46
2006-12-08,78.56,47.96,,13.33,34.51
2006-12-11,78.85,47.82,,13.23,34.15
2006-12-12,79.01,47.99,,12.9,34.56
2006-12-13,79.25,47.96,,13.15,34.71
2006-12-14,78.77,48.1,,13.12,34.95
2006-12-15,78.31,48.47,,13.09,34.8
2006-12-18,78.35,48.13,,13.54,34.57
2006-12-19,78.11,48.26,,13.5,34.61
2006-12-20,78.83,47.95,,13.49,35.08
2006-12-21,78.81,48.0,,14.05,36.67
2006-12-22,78.35,47.73,,13.89,36.45
2006-12-26,78.03,48.23,,13.86,36.3
2006-12-27,78.47,49.0,,14.29,36.55
2006-12-28,78.16,48.93,,14.54,37.27
2006-12-29,77.93,48.71,,14.1,36.93
2007-01-03,78.26,48.97,,14.05,36.38
2007-01-04,77.95,49.9,,14.35,37.2
2007-01-05,77.42,49.9,,14.14,36.68
2007-01-08,77.59,50.08,,14.11,37.21
2007-01-09,77.68,50.22,,13.96,37.12
2007-01-10,77.85,50.39,,13.9,37.34
2007-01-11,78.65,50.35,,14.26,37.19
2007-01-12,79.36,50.45,,14.59,37.98
2007-01-16,79.56,50.61,,14.73,37.1
2007-01-17,78.91,51.55,,14.72,37.52
2007-01-18,78.81,52.79,,14.51,37.15
2007-01-19,79.25,53.52,,14.59,36.75
2007-01-22,78.49,53.32,,14.13,36.68
2007-01-23,78.85,53.38,,14.38,36.84
2007-01-24,79.49,53.55,,14.37,36.72
2007-01-25,79.01,52.59,,14.29,36.53
2007-01-26,78.69,52.55,,14.29,36.53
2007-01-29,78.96,52.66,,14.5,36.93
2007-01-30,74.7,53.19,,14.52,37.0
2007-01-31,74.3,53.0,,14.71,37.75
2007-02-01,73.99,52.87,,14.32,38.09
2007-02-02,73.87,52.67,,14.51,38.59
2007-02-05,73.93,52.5,,14.43,38.66
2007-02-06,74.27,52.46,,14.67,38.56
2007-02-07,74.65,52.45,,14.71,39.1
2007-02-08,74.64,52.14,,14.99,38.84
2007-02-09,74.54,52.27,,14.76,38.79
2007-02-12,74.59,52.72,,14.72,38.35
2007-02-13,76.43,52.71,,15.0,38.72
2007-02-14,76.84,52.7,,15.01,39.2
2007-02-15,76.91,52.8,,14.62,38.79
2007-02-16,76.84,52.49,,14.8,38.75
2007-02-20,76.1,52.58,,14.86,38.79
2007-02-21,76.23,52.71,,14.64,38.47
2007-02-22,76.35,53.62,,14.98,38.3
2007-02-23,76.21,53.59,,14.78,38.25
2007-02-26,76.12,54.47,,14.51,37.95
2007-02-27,74.5,53.84,,13.69,36.8
2007-02-28,74.08,54.62,,13.98,35.78
2007-03-01,73.66,53.78,,13.73,35.21
2007-03-02,73.01,53.01,,13.53,35.75
2007-03-05,73.17,52.75,,13.12,34.9
2007-03-06,73.47,52.87,,13.2,35.24
2007-03-07,73.8,52.69,,13.19,35.12
2007-03-08,74.52,53.4,,13.41,35.74
2007-03-09,74.73,54.39,,13.46,36.11
2007-03-12,75.17,54.38,,13.41,36.36
2007-03-13,74.77,54.11,,13.08,35.68
2007-03-14,75.8,53.77,,12.61,35.46
2007-03-15,75.99,53.63,,12.31,35.0
2007-03-16,75.28,52.88,,12.29,35.26
2007-03-19,76.36,53.18,,12.16,35.79
2007-03-20,76.38,54.48,,13.49,36.3
2007-03-21,76.9,54.68,,14.05,36.62
2007-03-22,77.78,54.5,,13.77,36.74
2007-03-23,77.97,53.86,,13.59,36.4
2007-03-26,77.38,57.24,,13.37,36.75
2007-03-27,77.17,56.6,,13.71,36.22
2007-03-28,76.38,55.76,,13.46,37.59
2007-03-29,76.09,55.81,,13.8,38.68
2007-03-30,76.43,55.8,,13.66,38.54
2007-04-02,76.28,55.81,,13.45,38.8
2007-04-03,77.46,56.67,,13.41,38.48
2007-04-04,77.16,56.29,,13.5,38.72
2007-04-05,76.75,57.02,,13.72,38.64
2007-04-09,76.83,57.21,,13.59,38.33
2007-04-10,76.5,57.06,,13.43,38.1
2007-04-11,76.23,57.0,,13.28,38.17
2007-04-12,76.71,57.41,,13.38,38.42
2007-04-13,76.72,58.49,,13.47,38.7
2007-04-16,77.16,58.88,,13.6,38.78
2007-04-17,77.28,59.0,,13.79,38.92
2007-04-18,77.08,58.03,,13.76,38.68
2007-04-19,77.58,57.24,,13.68,38.28
2007-04-20,77.75,57.85,,13.77,38.48
2007-04-23,77.28,57.21,,13.88,38.56
2007-04-24,77.0,57.17,,13.66,38.74
2007-04-25,76.97,57.56,,13.83,39.34
2007-04-26,80.45,56.91,,13.45,38.72
2007-04-27,81.55,56.76,,13.3,38.68
2007-04-30,82.77,56.62,,12.82,39.1
2007-05-01,83.61,57.01,,12.99,39.03
2007-05-02,84.42,57.19,,13.25,38.96
2007-05-03,84.07,57.41,,12.9,39.25
2007-05-04,84.21,58.3,,12.91,39.1
2007-05-07,84.93,58.95,,12.98,38.3
2007-05-08,84.78,58.84,,12.44,38.41
2007-05-09,85.36,58.68,,12.71,38.87
2007-05-10,84.65,57.33,,12.34,38.33
2007-05-11,85.55,57.84,,12.26,38.34
2007-05-14,84.83,57.95,,12.35,38.14
2007-05-15,86.17,58.68,,11.96,38.4
2007-05-16,86.01,59.09,,12.09,39.92
2007-05-17,86.67,58.9,,11.75,39.55
2007-05-18,86.9,59.43,,12.15,39.67
2007-05-21,87.06,58.63,,11.96,39.66
2007-05-22,87.78,57.69,,11.91,39.62
2007-05-23,87.94,57.21,,11.91,40.04
2007-05-24,87.15,56.46,,11.56,39.93
2007-05-25,87.35,56.37,,11.9,40.72
2007-05-29,87.31,56.65,,11.45,40.93
2007-05-30,87.93,55.84,,11.27,40.64
2007-05-31,87.96,56.35,,11.16,40.94
2007-06-01,88.43,56.3,,12.06,41.26
2007-06-04,88.07,55.62,,11.83,41.24
2007-06-05,87.46,55.49,,11.75,41.75
2007-06-06,86.62,54.74,,11.7,41.0
2007-06-07,84.88,53.98,,11.55,39.82
2007-06-08,85.94,54.29,,11.54,39.7
2007-06-11,85.3,54.06,,11.44,39.56
2007-06-12,85.04,53.34,,11.04,39.5
2007-06-13,87.19,54.19,,11.23,39.47
2007-06-14,87.42,54.19,,11.22,39.51
2007-06-15,87.67,54.72,,11.91,40.0
2007-06-18,87.62,54.54,,11.77,41.51
2007-06-19,87.82,54.68,,11.82,41.41
2007-06-20,87.08,54.28,,11.76,42.06
2007-06-21,87.41,53.8,,11.22,41.77
2007-06-22,86.43,52.86,,10.99,42.63
2007-06-25,86.25,54.05,,11.0,42.15
2007-06-26,86.08,53.97,,11.19,42.8
2007-06-27,87.13,53.97,,11.28,42.96
2007-06-28,86.85,53.72,,11.02,42.83
2007-06-29,86.79,53.55,,10.78,42.89
2007-07-02,88.0,54.32,,10.51,42.54
2007-07-03,87.94,54.32,,10.39,42.22
2007-07-05,87.76,54.23,,10.81,42.81
2007-07-06,88.11,54.0,,10.58,43.0
2007-07-09,88.11,53.71,,10.59,42.87
2007-07-10,87.22,52.92,,10.4,41.7
2007-07-11,87.88,53.21,,10.16,42.17
2007-07-12,89.93,53.76,,10.8,42.52
2007-07-13,90.22,53.24,,11.11,42.31
2007-07-16,90.87,53.56,,10.96,42.5
2007-07-17,91.08,53.39,,11.12,41.91
2007-07-18,91.48,53.7,,11.3,41.97
2007-07-19,91.17,54.32,,11.17,43.0
2007-07-20,90.21,52.87,,10.82,43.31
2007-07-23,90.87,53.92,,10.78,43.81
2007-07-24,89.69,52.51,,10.66,42.57
2007-07-25,89.62,52.3,,10.59,41.9
2007-07-26,90.05,51.09,,10.56,41.25
2007-07-27,90.05,50.03,,10.26,41.71
2007-07-30,90.18,50.82,,10.49,42.12
2007-07-31,88.92,50.69,,10.34,42.13
2007-08-01,89.07,50.95,,10.28,41.54
2007-08-02,89.12,51.21,,10.98,42.19
2007-08-03,87.56,51.09,,10.46,41.0
2007-08-06,87.77,53.12,,10.99,41.71
2007-08-07,88.03,54.3,,11.72,41.96
2007-08-08,88.15,56.3,,12.69,41.42
2007-08-09,86.86,54.93,,13.61,39.8
2007-08-10,85.97,55.22,,11.51,39.19
2007-08-13,86.25,53.89,,11.08,40.09
2007-08-14,85.76,52.47,,10.73,39.3
2007-08-15,85.06,52.35,,10.94,38.85
2007-08-16,85.4,51.86,,12.34,37.46
2007-08-17,87.83,52.73,,12.48,38.8
2007-08-20,88.27,52.39,,12.32,39.6
2007-08-21,88.46,52.36,,11.77,39.97
2007-08-22,89.07,52.14,,11.47,40.26
2007-08-23,88.75,52.16,,11.195,40.42
2007-08-24,89.15,52.53,,11.36,40.05
2007-08-27,88.7,52.01,,11.65,40.21
2007-08-28,87.62,50.79,,12.06,39.6
2007-08-29,88.76,51.49,,11.96,40.24
2007-08-30,89.36,51.4,,12.24,41.1
2007-08-31,90.99,51.91,,12.31,41.21
2007-09-04,91.15,51.58,,12.86,41.36
2007-09-05,89.92,51.72,,12.35,40.93
2007-09-06,90.63,52.9,,12.56,40.54
2007-09-07,88.92,51.86,,11.89,40.02
2007-09-10,87.82,51.68,,11.78,39.85
2007-09-11,88.24,51.96,,12.02,39.57
2007-09-12,89.08,52.25,,11.49,39.72
2007-09-13,89.09,52.16,,11.56,39.78
2007-09-14,89.02,52.1,,11.24,39.66
2007-09-17,88.93,51.99,,11.18,38.9
2007-09-18,91.66,53.6,,11.94,38.48
2007-09-19,91.96,53.95,,12.48,39.22
2007-09-20,91.44,53.69,,11.84,39.26
2007-09-21,91.68,54.44,,11.9,39.7
2007-09-24,91.81,53.86,,11.66,39.4
2007-09-25,91.91,54.35,,11.72,38.03
2007-09-26,92.54,54.0,,11.88,37.81
2007-09-27,93.39,54.05,,12.19,38.02
2007-09-28,93.58,53.62,,12.43,40.25
2007-10-01,94.74,55.21,,12.46,40.88
2007-10-02,93.89,55.46,,12.49,40.06
2007-10-03,94.19,55.53,,13.02,39.82
2007-10-04,94.25,55.54,,13.1,39.93
2007-10-05,95.85,55.0,,13.3,39.52
2007-10-08,95.41,54.94,,13.33,39.74
2007-10-09,95.62,54.86,,13.3,40.28
2007-10-10,95.82,54.24,,13.3,41.79
2007-10-11,94.36,53.36,,13.27,40.97
2007-10-12,94.17,52.64,,13.34,42.21
2007-10-15,94.39,51.92,,13.04,41.0
2007-10-16,93.98,51.97,,12.78,40.27
2007-10-17,94.26,51.2,,12.85,40.91
2007-10-18,94.73,51.67,,13.18,41.05
2007-10-19,86.62,51.4,,12.33,39.27
2007-10-22,86.28,51.64,,13.13,39.15
2007-10-23,85.93,51.82,,13.02,39.85
2007-10-24,86.1,52.86,,12.77,39.13
2007-10-25,86.09,53.87,,13.3,38.51
2007-10-26,86.13,54.07,,13.49,39.2
2007-10-29,85.97,54.45,,13.71,39.2
2007-10-30,85.79,54.65,,13.55,38.7
2007-10-31,86.36,54.62,,13.67,39.05
2007-11-01,83.9,54.12,,12.89,38.48
2007-11-02,84.89,54.05,,13.19,38.4
2007-11-05,85.05,54.02,,13.16,37.55
2007-11-06,85.45,54.34,,13.27,36.27
2007-11-07,83.27,53.75,,12.07,35.92
2007-11-08,82.83,53.92,,12.06,35.17
2007-11-09,79.51,54.12,,12.15,34.86
2007-11-12,79.22,54.67,,12.26,35.66
2007-11-13,81.23,55.11,,12.6,36.8
2007-11-14,80.21,54.31,,12.22,35.57
2007-11-15,79.65,54.48,,12.09,36.66
2007-11-16,81.57,55.21,,12.31,36.79
2007-11-19,81.7,54.82,,12.06,35.0
2007-11-20,82.11,55.58,,12.18,35.03
2007-11-21,81.24,54.73,,12.09,34.56
2007-11-23,82.75,55.49,,12.39,35.16
2007-11-26,81.0,54.25,,11.97,33.88
2007-11-27,82.12,55.91,,11.96,33.78
2007-11-28,83.41,56.42,,12.42,34.85
2007-11-29,83.61,57.0,,12.4,34.65
2007-11-30,83.26,57.51,,12.85,34.56
2007-12-03,82.21,57.01,,12.58,34.11
2007-12-04,82.09,57.5,,12.77,33.84
2007-12-05,83.76,58.16,,12.88,34.59
2007-12-06,84.82,58.15,,13.57,35.34
2007-12-07,86.19,58.22,,14.07,35.44
2007-12-10,86.74,58.9,,14.52,36.54
2007-12-11,84.65,58.09,,14.45,35.24
2007-12-12,86.66,58.11,,14.53,34.65
2007-12-13,86.92,58.38,,14.96,34.76
2007-12-14,85.93,57.51,,15.01,34.0
2007-12-17,85.78,56.77,,14.52,34.24
2007-12-18,85.85,57.69,,14.71,35.42
2007-12-19,84.93,57.23,,14.99,34.96
2007-12-20,84.49,57.6,,15.17,37.24
2007-12-21,86.05,58.26,,15.51,38.0
2007-12-24,86.26,58.35,,15.84,38.05
2007-12-26,86.07,57.88,,15.84,37.97
2007-12-27,85.4,56.98,,15.59,36.86
2007-12-28,85.09,57.23,,15.5,36.88
2007-12-31,84.32,56.15,,15.54,36.03
2008-01-02,82.71,55.81,,15.25,36.06
2008-01-03,82.7,55.47,,15.02,35.44
2008-01-04,81.76,55.79,,14.48,34.91
2008-01-07,81.11,57.5,,14.74,33.97
2008-01-08,80.21,59.01,,14.57,33.97
2008-01-09,80.19,60.04,,14.98,33.81
2008-01-10,80.21,60.11,,14.96,33.61
2008-01-11,77.58,60.5,,14.75,32.79
2008-01-14,78.5,59.93,,14.69,33.52
2008-01-15,77.18,59.67,,14.23,33.5
2008-01-16,77.3,60.5,,14.71,34.04
2008-01-17,74.96,59.75,,14.17,33.41
2008-01-18,74.91,59.43,,13.66,33.77
2008-01-22,75.16,57.49,,13.13,33.3
2008-01-23,76.1,57.97,,13.27,33.07
2008-01-24,75.73,57.06,,14.98,33.88
2008-01-25,75.51,55.48,,15.58,33.86
2008-01-28,77.44,56.44,,15.51,33.93
2008-01-29,78.02,56.25,,15.05,34.54
2008-01-30,78.22,55.95,,15.1,34.02
2008-01-31,79.65,56.18,,15.1,34.62
2008-02-01,81.21,57.55,,15.26,35.04
2008-02-04,80.57,58.05,,15.0,34.16
2008-02-05,79.09,57.34,,14.5,33.52
2008-02-06,79.18,57.73,,14.58,33.81
2008-02-07,79.12,58.1,,15.25,33.19
2008-02-08,78.56,56.8,,14.93,33.95
2008-02-11,79.28,56.34,,15.1,34.16
2008-02-12,79.1,55.95,,15.13,35.16
2008-02-13,81.38,56.52,,15.21,35.84
2008-02-14,80.29,55.38,,15.11,35.61
2008-02-15,79.95,55.55,,14.85,34.56
2008-02-19,79.85,55.57,,14.83,34.78
2008-02-20,79.94,55.61,,14.74,34.1
2008-02-21,78.96,54.86,,14.77,33.83
2008-02-22,79.67,54.54,,14.7,34.03
2008-02-25,81.0,55.47,,14.93,34.77
2008-02-26,81.29,55.57,,14.73,36.36
2008-02-27,80.48,54.54,,14.59,37.05
2008-02-28,79.8,54.22,,14.9,36.8
2008-02-29,78.4,53.55,,14.3,35.25
2008-03-03,78.49,53.23,,14.0,34.88
2008-03-04,78.41,53.24,,13.73,34.68
2008-03-05,78.93,52.98,,13.56,35.11
2008-03-06,77.95,52.09,,12.89,34.77
2008-03-07,76.51,51.04,,12.89,33.75
2008-03-10,75.48,50.6,,12.47,33.0
2008-03-11,77.95,50.86,,13.03,34.07
2008-03-12,78.42,51.34,,13.19,33.83
2008-03-13,79.08,52.55,,13.7,34.05
2008-03-14,77.53,51.38,,12.97,33.35
2008-03-17,78.51,52.56,,13.38,33.06
2008-03-18,80.95,53.82,,14.08,34.5
2008-03-19,79.47,54.39,,13.57,34.38
2008-03-20,77.98,55.66,,13.45,34.61
2008-03-24,78.64,55.43,,13.27,36.31
2008-03-25,78.98,54.53,,13.35,35.38
2008-03-26,78.66,54.03,,13.9,35.36
2008-03-27,77.86,53.55,,14.25,35.45
2008-03-28,77.95,53.07,,13.42,35.32
2008-03-31,79.15,55.15,,13.14,35.17
2008-04-01,81.32,55.23,,13.09,35.87
