date,MMM,ABT,ABBV,ABMD,ACN
2011-06-13,91.3,51.4,,16.33,55.93
2011-06-14,92.59,51.29,,16.48,57.12
2011-06-15,91.03,51.31,,15.96,55.41
2011-06-16,91.58,51.31,,16.28,53.98
2011-06-17,91.78,51.68,,16.44,53.95
2011-06-20,92.56,52.02,,16.8,53.96
2011-06-21,93.43,52.26,,16.71,54.79
2011-06-22,92.8,52.08,,16.52,55.25
2011-06-23,92.34,51.92,,16.19,55.69
2011-06-24,90.89,51.75,,16.09,57.02
2011-06-27,92.25,51.9,,16.42,57.79
2011-06-28,93.02,52.25,,15.58,59.65
2011-06-29,93.11,52.16,,16.02,59.91
2011-06-30,94.85,52.62,,16.2,60.42
2011-07-01,96.67,53.1,,16.75,60.87
2011-07-05,96.14,53.16,,16.7,61.75
2011-07-06,97.24,53.28,,16.92,62.1
2011-07-07,97.97,53.54,,16.85,63.44
2011-07-08,97.62,53.33,,16.69,63.43
2011-07-11,96.56,53.18,,16.32,61.49
2011-07-12,95.88,53.29,,16.23,61.05
2011-07-13,96.19,52.77,,16.58,60.67
2011-07-14,94.98,53.16,,16.34,60.83
2011-07-15,95.47,53.04,,16.39,60.7
2011-07-18,94.6,52.54,,16.4,59.98
2011-07-19,94.27,52.89,,17.1,61.6
2011-07-20,94.25,52.4,,16.68,61.39
2011-07-21,95.84,52.85,,17.25,61.74
2011-07-22,95.38,52.95,,16.92,61.28
2011-07-25,95.07,52.58,,16.43,61.18
2011-07-26,89.93,52.18,,16.35,61.34
2011-07-27,88.08,51.83,,16.07,59.75
2011-07-28,87.57,51.62,,16.51,59.69
2011-07-29,87.14,51.32,,16.51,59.14
2011-08-01,86.77,50.47,,15.845,58.96
2011-08-02,85.27,50.2,,15.16,58.01
2011-08-03,86.18,50.29,,15.24,59.6
2011-08-04,82.23,48.77,,12.05,56.98
2011-08-05,82.75,50.23,,11.54,57.21
2011-08-08,78.59,48.06,,10.63,53.16
2011-08-09,82.69,48.56,,11.08,54.89
2011-08-10,78.23,46.89,,10.3,51.79
2011-08-11,81.22,49.38,,10.76,54.0
2011-08-12,82.54,49.63,,11.66,54.61
2011-08-15,83.31,49.91,,12.35,55.42
2011-08-16,82.13,50.07,,12.05,54.82
2011-08-17,80.93,50.15,,12.52,54.52
2011-08-18,77.42,48.87,,11.8,48.86
2011-08-19,76.87,49.08,,11.63,47.44
2011-08-22,76.95,49.38,,11.36,48.5
2011-08-23,79.67,50.51,,11.8,50.47
2011-08-24,80.29,51.11,,12.11,50.98
2011-08-25,78.19,49.94,,11.3,50.75
2011-08-26,80.01,50.15,,11.7,51.6
2011-08-29,82.1,51.21,,12.15,52.96
2011-08-30,82.07,51.74,,12.12,54.03
2011-08-31,82.98,52.51,,12.44,53.59
2011-09-01,81.61,51.94,,12.29,52.9
2011-09-02,79.35,51.04,,11.74,51.47
2011-09-06,78.08,51.29,,11.35,50.72
2011-09-07,80.57,52.3,,11.59,52.2
2011-09-08,79.26,51.44,,11.24,52.17
2011-09-09,76.65,50.43,,10.77,49.82
2011-09-12,78.22,50.51,,10.71,50.02
2011-09-13,77.81,50.58,,10.9,50.86
2011-09-14,79.44,50.92,,11.23,51.27
2011-09-15,80.63,51.29,,11.85,53.02
2011-09-16,80.53,52.17,,12.13,55.02
2011-09-19,79.21,51.99,,11.58,54.6
2011-09-20,79.21,52.77,,11.48,54.42
2011-09-21,76.34,51.74,,11.07,53.39
2011-09-22,72.9,50.69,,10.78,50.36
2011-09-23,73.99,50.96,,10.51,50.41
2011-09-26,75.19,50.75,,10.86,51.92
2011-09-27,76.28,51.2,,11.61,53.65
2011-09-28,73.6,50.91,,11.03,53.83
2011-09-29,74.53,51.85,,10.92,54.44
2011-09-30,71.79,51.14,,11.03,52.68
2011-10-03,70.93,50.15,,10.09,51.62
2011-10-04,72.01,50.5,,11.13,54.26
2011-10-05,72.53,51.11,,11.67,54.85
2011-10-06,74.65,51.18,,11.59,55.3
2011-10-07,73.82,51.53,,11.43,55.92
2011-10-10,76.72,52.62,,12.17,57.39
2011-10-11,76.42,52.7,,11.72,57.02
2011-10-12,78.36,52.33,,12.38,57.42
2011-10-13,77.8,52.15,,12.04,57.18
2011-10-14,78.89,52.73,,12.3,58.8
2011-10-17,75.88,52.04,,11.74,57.74
2011-10-18,78.36,52.44,,11.85,57.47
2011-10-19,77.7,53.25,,11.79,57.34
2011-10-20,78.68,54.05,,11.67,57.09
2011-10-21,80.48,53.86,,11.7,58.08
2011-10-24,82.18,53.45,,12.49,58.37
2011-10-25,77.04,52.99,,12.78,58.17
2011-10-26,77.02,53.65,,13.76,58.21
2011-10-27,81.41,54.28,,15.13,60.41
2011-10-28,81.0,54.22,,15.28,61.76
2011-10-31,79.02,53.87,,15.06,60.26
2011-11-01,76.53,52.76,,14.33,57.46
2011-11-02,78.06,52.88,,14.51,58.48
2011-11-03,79.64,53.84,,17.77,59.22
2011-11-04,79.3,53.33,,18.73,58.24
2011-11-07,79.69,53.63,,18.74,58.0
2011-11-08,81.83,54.26,,19.29,58.89
2011-11-09,79.0,52.94,,18.46,56.71
2011-11-10,80.32,53.95,,18.58,57.0
2011-11-11,82.29,54.53,,19.41,58.97
2011-11-14,81.87,54.24,,18.67,57.52
2011-11-15,81.87,54.5,,19.39,57.93
2011-11-16,81.87,53.77,,18.73,56.93
2011-11-17,80.43,53.41,,18.74,55.7
2011-11-18,80.54,53.52,,18.39,55.1
2011-11-21,78.39,52.77,,17.79,55.06
2011-11-22,77.83,52.69,,17.66,54.83
2011-11-23,75.54,52.35,,17.59,53.63
2011-11-25,76.13,52.05,,17.35,53.7
2011-11-28,77.72,53.2,,18.44,55.29
2011-11-29,77.24,53.05,,18.96,55.57
2011-11-30,81.04,54.55,,20.14,57.93
2011-12-01,80.3,54.52,,19.91,57.97
2011-12-02,79.76,54.15,,19.89,58.38
2011-12-05,80.93,54.31,,20.3,59.32
2011-12-06,82.13,54.54,,20.6,59.17
2011-12-07,82.39,54.7,,20.55,58.54
2011-12-08,80.46,54.18,,19.91,56.67
2011-12-09,82.2,54.57,,21.11,58.71
2011-12-12,80.59,54.27,,20.59,58.22
2011-12-13,79.41,54.35,,20.44,57.93
2011-12-14,78.51,54.23,,20.0,56.03
2011-12-15,78.86,54.89,,19.77,56.13
2011-12-16,78.87,54.89,,19.25,54.15
2011-12-19,77.82,54.35,,18.25,53.5
2011-12-20,80.31,54.86,,18.19,54.24
2011-12-21,80.0,55.44,,17.9,52.05
2011-12-22,80.97,55.65,,18.52,52.58
2011-12-23,82.2,56.02,,18.47,52.89
2011-12-27,82.28,56.23,,18.36,52.93
2011-12-28,81.15,55.83,,18.25,52.86
2011-12-29,82.11,56.33,,18.38,53.84
2011-12-30,81.73,56.23,,18.47,53.23
2012-01-03,83.49,56.72,,18.25,52.95
2012-01-04,84.18,56.5,,18.11,52.93
2012-01-05,83.8,56.37,,18.27,51.92
2012-01-06,83.37,55.86,,18.14,51.83
2012-01-09,83.87,55.85,,18.21,51.74
2012-01-10,84.3,56.11,,18.16,52.63
2012-01-11,83.77,55.42,,18.24,53.67
2012-01-12,84.28,55.16,,18.32,53.94
2012-01-13,83.6,55.43,,17.98,53.25
2012-01-17,84.23,55.71,,18.05,53.49
2012-01-18,85.07,55.36,,18.2,54.95
2012-01-19,85.8,55.43,,18.63,54.8
2012-01-20,85.65,55.76,,18.61,55.81
2012-01-23,85.61,55.72,,17.8,56.48
2012-01-24,85.93,55.98,,18.07,56.63
2012-01-25,86.48,55.23,,18.39,57.19
2012-01-26,87.58,54.87,,18.05,56.92
2012-01-27,87.46,55.02,,17.65,56.42
2012-01-30,87.34,54.47,,17.35,57.06
2012-01-31,86.71,54.15,,18.5,57.34
2012-02-01,87.35,54.26,,19.0,58.42
2012-02-02,87.43,54.45,,19.24,57.77
2012-02-03,87.73,55.0,,20.975,58.31
2012-02-06,87.56,55.39,,22.75,57.66
2012-02-07,87.89,55.71,,22.7,57.96
2012-02-08,87.97,55.57,,23.55,57.07
2012-02-09,88.02,55.26,,23.19,57.41
2012-02-10,87.14,55.11,,23.22,56.96
2012-02-13,88.03,55.16,,24.18,57.41
2012-02-14,87.99,55.08,,24.0,57.46
2012-02-15,87.01,55.46,,23.73,57.88
2012-02-16,87.65,55.85,,23.14,58.45
2012-02-17,87.56,56.36,,22.37,58.43
2012-02-21,87.6,56.16,,21.67,58.14
2012-02-22,87.76,56.23,,21.33,58.53
2012-02-23,87.9,56.29,,21.42,59.41
2012-02-24,88.2,56.7,,22.12,59.65
2012-02-27,88.07,56.6,,21.9,59.66
2012-02-28,87.77,57.04,,21.42,59.76
2012-02-29,87.6,56.61,,20.88,59.54
2012-03-01,87.49,57.32,,21.1,59.68
2012-03-02,87.52,57.39,,20.4,59.6
2012-03-05,87.06,57.28,,20.19,60.88
2012-03-06,84.95,56.35,,19.54,59.46
2012-03-07,85.47,56.26,,20.77,59.61
2012-03-08,86.71,57.49,,21.19,60.27
2012-03-09,86.8,57.95,,21.87,60.86
2012-03-12,87.54,58.23,,21.87,61.15
2012-03-13,88.75,58.93,,22.48,62.41
2012-03-14,88.87,58.99,,22.19,62.61
2012-03-15,90.0,59.11,,21.96,63.63
2012-03-16,89.56,59.42,,22.53,63.62
2012-03-19,89.74,60.22,,22.41,63.41
2012-03-20,89.35,60.4,,22.3,63.08
2012-03-21,88.91,60.39,,23.1,63.75
2012-03-22,88.57,60.11,,22.99,63.52
2012-03-23,88.46,60.4,,23.0,64.88
2012-03-26,89.12,60.99,,23.52,65.89
2012-03-27,89.14,61.33,,22.71,65.46
2012-03-28,88.45,61.12,,22.39,64.5
2012-03-29,88.77,60.98,,22.18,64.5
2012-03-30,89.21,61.29,,22.19,64.5
2012-04-02,89.23,61.24,,22.39,65.49
2012-04-03,88.79,61.14,,22.19,64.95
2012-04-04,87.84,61.46,,21.55,64.44
2012-04-05,87.27,61.3,,21.49,64.79
2012-04-09,86.33,60.97,,21.17,63.74
2012-04-10,84.58,60.14,,20.46,63.15
2012-04-11,85.35,59.66,,20.9,63.62
2012-04-12,86.86,59.72,,21.04,64.13
2012-04-13,85.69,59.59,,20.59,62.55
2012-04-16,86.4,59.85,,20.57,61.88
2012-04-17,87.45,60.43,,20.89,64.18
2012-04-18,87.13,60.46,,20.77,63.56
2012-04-19,86.8,59.51,,20.7,63.05
2012-04-20,87.48,59.88,,21.4,63.4
2012-04-23,87.13,59.87,,22.23,63.03
2012-04-24,88.49,60.73,,22.79,62.82
2012-04-25,88.8,61.6,,23.62,64.06
2012-04-26,89.32,61.86,,24.4,64.34
2012-04-27,89.36,61.99,,24.62,65.02
2012-04-30,89.36,62.06,,24.33,64.95
2012-05-01,89.6,62.23,,24.5,65.0
2012-05-02,89.52,62.65,,23.9,65.13
2012-05-03,89.39,63.05,,23.74,64.21
2012-05-04,88.67,62.41,,23.21,62.61
2012-05-07,88.01,62.51,,23.51,60.22
2012-05-08,87.56,62.6,,23.11,59.34
2012-05-09,87.27,61.23,,23.52,59.22
2012-05-10,87.13,62.22,,24.0,58.7
2012-05-11,86.73,62.04,,23.19,58.61
2012-05-14,85.83,61.68,,23.14,58.81
2012-05-15,85.78,61.89,,23.74,58.93
2012-05-16,85.35,62.55,,23.22,59.12
2012-05-17,84.34,62.23,,23.15,58.39
2012-05-18,83.51,61.57,,23.04,57.65
2012-05-21,84.46,61.81,,24.29,59.07
2012-05-22,84.13,61.99,,22.44,58.93
2012-05-23,84.8,61.37,,22.02,58.91
2012-05-24,84.98,62.42,,21.92,57.99
2012-05-25,84.78,62.25,,20.8,57.44
2012-05-29,85.73,62.14,,20.8,58.41
2012-05-30,84.45,61.79,,20.52,57.72
2012-05-31,84.41,61.79,,20.33,57.1
2012-06-01,82.85,60.52,,18.91,55.28
2012-06-04,82.62,60.22,,19.77,56.12
2012-06-05,82.51,60.3,,20.41,56.74
2012-06-06,84.63,61.04,,21.37,58.42
2012-06-07,85.5,61.2,,21.3,58.86
2012-06-08,86.0,61.88,,21.81,58.53
2012-06-11,85.18,61.51,,21.19,57.23
2012-06-12,86.73,61.96,,21.45,57.35
2012-06-13,86.13,61.51,,20.95,56.93
2012-06-14,86.86,62.14,,21.42,57.84
2012-06-15,87.44,62.5,,22.15,59.08
2012-06-18,87.31,62.7,,21.7,58.88
2012-06-19,87.82,62.87,,21.9,59.83
2012-06-20,87.54,62.82,,22.11,59.59
2012-06-21,86.73,62.24,,21.15,56.66
2012-06-22,86.83,62.32,,21.21,57.56
2012-06-25,85.85,62.12,,20.71,56.45
2012-06-26,86.18,62.35,,21.0,56.45
2012-06-27,87.16,62.87,,21.87,55.87
2012-06-28,87.16,62.91,,21.91,56.63
2012-06-29,89.6,64.47,,22.82,60.09
2012-07-02,89.28,64.63,,23.46,60.49
2012-07-03,89.7,64.83,,23.53,61.09
2012-07-05,89.57,64.75,,23.72,60.27
2012-07-06,88.99,64.75,,23.5,58.44
2012-07-09,88.96,65.61,,23.61,57.81
2012-07-10,88.25,65.67,,23.71,56.98
2012-07-11,87.85,65.18,,23.91,57.13
2012-07-12,86.41,65.13,,23.81,57.27
2012-07-13,87.59,65.45,,24.44,58.06
2012-07-16,88.1,65.48,,24.27,58.05
2012-07-17,88.98,66.46,,24.15,58.3
2012-07-18,90.87,65.93,,23.93,58.94
2012-07-19,90.83,65.8,,23.71,59.35
2012-07-20,89.99,65.06,,23.33,59.0
2012-07-23,89.36,64.64,,22.52,57.75
2012-07-24,88.24,63.94,,21.89,57.27
2012-07-25,88.75,64.12,,21.69,57.67
2012-07-26,90.59,64.65,,21.86,59.21
2012-07-27,91.71,66.39,,22.08,60.43
2012-07-30,91.28,66.6,,22.43,60.38
2012-07-31,91.23,66.31,,22.55,60.3
2012-08-01,91.2,66.1,,22.97,60.2
2012-08-02,90.08,66.34,,22.83,59.03
2012-08-03,91.7,66.59,,23.2,60.35
2012-08-06,91.41,66.37,,22.44,60.63
2012-08-07,91.7,66.03,,22.44,60.95
2012-08-08,91.63,65.9,,21.6,61.8
2012-08-09,91.59,65.72,,21.98,61.55
2012-08-10,92.29,66.11,,21.45,61.63
2012-08-13,92.4,65.99,,20.27,61.5
2012-08-14,92.3,66.17,,20.35,61.26
2012-08-15,92.54,66.42,,20.52,60.82
2012-08-16,93.74,66.43,,19.51,61.15
2012-08-17,94.24,65.92,,20.79,61.08
2012-08-20,93.89,65.73,,21.71,60.79
2012-08-21,93.21,65.3,,21.32,60.98
2012-08-22,92.68,65.54,,21.36,61.55
2012-08-23,91.98,65.33,,21.81,60.83
2012-08-24,92.83,65.84,,21.81,61.53
2012-08-27,92.59,65.72,,22.44,61.25
2012-08-28,92.3,65.73,,22.51,60.85
2012-08-29,92.43,65.61,,22.53,61.02
2012-08-30,91.76,65.4,,22.14,61.15
2012-08-31,92.6,65.54,,22.33,61.6
2012-09-04,91.68,65.46,,22.94,61.06
2012-09-05,91.75,65.75,,22.72,61.35
2012-09-06,93.28,66.92,,23.29,63.87
2012-09-07,92.82,66.69,,21.0,64.44
2012-09-10,90.67,67.19,,20.36,64.02
2012-09-11,91.17,67.33,,20.39,64.88
2012-09-12,90.81,67.84,,20.59,65.17
2012-09-13,92.06,69.27,,21.1,65.8
2012-09-14,93.98,68.27,,20.29,65.89
2012-09-17,93.78,69.12,,20.27,65.6
2012-09-18,93.43,68.91,,21.01,65.29
2012-09-19,93.63,69.35,,21.21,65.44
2012-09-20,93.58,69.86,,21.47,65.19
2012-09-21,93.21,69.62,,22.05,65.25
2012-09-24,93.73,69.61,,21.55,65.78
2012-09-25,92.83,69.57,,22.2398,64.91
2012-09-26,92.59,69.19,,21.45,64.35
2012-09-27,92.82,69.32,,21.44,65.38
2012-09-28,92.42,68.56,,20.99,70.03
2012-10-01,93.29,69.08,,21.04,69.95
2012-10-02,93.54,68.54,,20.81,70.25
2012-10-03,93.78,69.83,,20.63,70.48
2012-10-04,94.43,70.78,,20.8,71.39
2012-10-05,94.96,71.61,,20.7,70.74
2012-10-08,95.37,71.32,,20.49,71.04
2012-10-09,93.94,70.9,,20.0,70.4
2012-10-10,93.28,70.37,,20.45,69.55
2012-10-11,92.83,69.42,,20.24,69.42
2012-10-12,92.75,69.28,,19.99,69.42
2012-10-15,92.79,72.05,,20.51,70.17
2012-10-16,94.23,72.13,,21.0,70.75
2012-10-17,94.81,69.04,,20.64,69.75
2012-10-18,94.74,66.64,,20.33,68.9
2012-10-19,92.94,66.15,,19.7,67.75
2012-10-22,92.53,65.81,,19.05,67.83
2012-10-23,88.73,65.36,,18.69,66.96
2012-10-24,88.39,65.56,,18.7,66.32
2012-10-25,87.81,65.78,,18.93,66.66
2012-10-26,88.03,65.48,,18.92,67.11
2012-10-31,87.6,65.5,,19.82,67.41
2012-11-01,89.25,65.45,,13.61,68.83
2012-11-02,88.97,64.96,,13.86,67.91
2012-11-05,89.6,65.04,,13.48,67.88
2012-11-06,90.86,64.82,,13.34,68.71
2012-11-07,89.38,64.52,,13.06,66.63
2012-11-08,88.55,63.48,,12.89,65.95
2012-11-09,88.81,64.84,,13.26,65.81
2012-11-12,89.18,64.87,,13.5,66.64
2012-11-13,89.08,64.68,,13.54,66.28
2012-11-14,87.31,63.74,,13.51,65.05
2012-11-15,88.02,63.2,,13.86,64.59
2012-11-16,88.5,62.88,,14.3,66.19
2012-11-19,89.57,62.92,,14.09,67.06
2012-11-20,89.02,63.08,,13.89,66.63
2012-11-21,88.94,63.33,,13.97,67.56
2012-11-23,90.28,64.47,,14.25,68.18
2012-11-26,90.09,64.36,,14.31,67.67
2012-11-27,90.31,64.06,,14.645,67.35
2012-11-28,90.93,64.57,,14.17,68.02
2012-11-29,90.65,65.08,,13.94,68.35
2012-11-30,90.95,65.0,,13.35,67.92
2012-12-03,90.3,64.29,,12.8,67.83
2012-12-04,90.12,64.39,,13.06,68.61
2012-12-05,90.76,64.54,,12.88,69.6
2012-12-06,90.95,64.58,,12.88,69.8
2012-12-07,91.51,65.53,,12.49,69.48
2012-12-10,91.87,65.33,,13.44,69.51
2012-12-11,93.68,66.17,,13.83,70.83
2012-12-12,93.12,66.01,,13.04,70.51
2012-12-13,92.5,65.32,,13.11,69.56
2012-12-14,92.28,65.35,,12.88,70.21
2012-12-17,93.03,65.2,,12.97,71.33
2012-12-18,93.85,65.93,,13.4102,71.12
2012-12-19,93.02,65.34,,13.52,70.4
2012-12-20,94.13,65.55,,13.62,69.02
2012-12-21,93.1,66.05,,13.66,67.42
2012-12-24,93.19,65.47,,13.56,66.94
2012-12-26,93.07,65.06,,13.67,66.29
2012-12-27,92.64,65.05,,13.63,66.22
2012-12-28,91.78,64.42,,13.46,65.66
2012-12-31,92.85,65.5,,13.44,66.5
2013-01-02,94.78,32.05,35.12,13.69,69.06
2013-01-03,94.67,33.27,34.83,13.45,68.81
2013-01-04,95.37,33.07,34.3908,13.41,69.19
2013-01-07,95.49,33.34,34.46,13.2495,68.89
2013-01-08,95.5,33.35,33.71,13.21,69.29
2013-01-09,96.41,33.57,33.9,12.84,69.78
2013-01-10,96.89,33.85,34.0,12.8,69.17
2013-01-11,96.28,33.37,33.85,12.25,69.88
2013-01-14,97.08,33.36,34.09,12.32,69.86
2013-01-15,97.29,33.02,34.6,12.17,70.25
2013-01-16,97.6,32.7,35.54,12.45,69.89
2013-01-17,98.08,32.78,36.42,12.85,69.89
2013-01-18,98.74,32.74,37.32,12.47,70.11
2013-01-22,99.33,32.9,36.42,12.53,70.46
2013-01-23,99.49,32.81,37.8,12.66,71.25
2013-01-24,99.67,32.8,37.46,13.07,71.34
2013-01-25,100.59,32.79,37.6,13.19,72.21
2013-01-28,100.65,33.0,36.89,13.6,72.1
2013-01-29,101.81,33.33,37.31,13.8,71.7
2013-01-30,100.8,33.22,36.93,13.44,72.34
2013-01-31,100.55,33.88,36.69,13.95,71.89
2013-02-01,101.56,33.87,37.18,13.97,73.8
2013-02-04,100.77,33.5,37.28,13.93,72.82
2013-02-05,101.49,33.84,37.2,14.41,73.36
2013-02-06,102.69,34.1,37.14,13.54,72.42
2013-02-07,102.22,34.39,36.42,13.7901,72.95
2013-02-08,102.66,34.41,36.25,13.76,73.31
2013-02-11,102.62,34.26,35.85,14.0,73.07
2013-02-12,103.46,34.3,35.42,14.041,73.37
2013-02-13,102.86,34.46,35.27,14.71,73.56
2013-02-14,102.78,34.7,36.57,14.71,73.13
2013-02-15,103.23,35.08,37.58,14.66,74.16
2013-02-19,104.18,34.82,38.19,14.39,75.4
2013-02-20,103.15,34.52,38.61,14.12,75.0
2013-02-21,102.72,34.26,38.78,14.34,73.85
2013-02-22,103.54,34.55,38.46,14.72,74.8
2013-02-25,101.75,34.27,37.37,15.06,73.91
2013-02-26,102.31,34.06,37.09,15.07,73.83
2013-02-27,103.57,34.26,36.73,16.36,74.41
2013-02-28,104.0,33.79,36.92,16.04,74.36
2013-03-01,103.77,33.6,37.81,15.99,74.82
2013-03-04,103.28,34.31,38.24,15.87,75.24
2013-03-05,104.45,34.67,37.51,16.38,76.92
2013-03-06,104.66,34.27,37.74,16.14,77.41
2013-03-07,104.54,34.43,37.49,16.74,77.57
2013-03-08,105.71,34.68,37.34,16.93,78.35
2013-03-11,105.81,34.93,37.67,17.47,78.3
2013-03-12,105.13,34.98,37.17,17.61,78.02
2013-03-13,105.09,35.01,37.17,17.38,77.93
2013-03-14,106.02,35.14,37.56,18.03,78.26
2013-03-15,106.4,34.14,38.5,17.49,76.6
2013-03-18,105.41,33.46,38.16,17.57,76.81
2013-03-19,105.18,33.54,38.36,17.58,76.18
2013-03-20,105.66,33.81,39.06,17.42,76.49
2013-03-21,104.94,33.48,38.49,17.41,74.3
2013-03-22,106.42,33.69,38.97,17.61,73.88
2013-03-25,105.17,33.8,39.32,17.94,73.41
2013-03-26,106.07,34.35,40.21,18.34,74.54
2013-03-27,105.29,34.61,40.15,18.79,74.88
2013-03-28,106.31,35.32,40.78,18.67,75.97
2013-04-01,105.65,35.31,41.12,18.3,75.85
2013-04-02,106.52,36.12,40.71,17.865,76.67
2013-04-03,105.68,36.32,40.57,17.22,76.6
2013-04-04,105.82,36.65,41.6,17.12,76.61
2013-04-05,105.78,36.31,41.31,16.95,76.25
2013-04-08,105.75,36.55,41.77,17.2,76.55
2013-04-09,105.95,36.66,42.55,16.52,76.21
2013-04-10,107.69,37.1,43.62,16.79,77.01
2013-04-11,108.25,37.27,43.2,16.801,77.78
2013-04-12,107.68,37.13,43.09,17.0,77.23
2013-04-15,105.76,36.13,41.44,16.29,75.24
2013-04-16,106.15,36.4,42.45,16.33,77.49
2013-04-17,105.48,37.28,42.24,17.74,76.7
2013-04-18,104.98,36.88,42.32,17.42,75.57
2013-04-19,105.71,37.2,42.39,17.82,74.74
2013-04-22,105.8,36.89,44.2,17.87,74.94
2013-04-23,107.39,37.21,45.14,17.96,76.3
2013-04-24,107.87,36.52,44.32,17.86,77.81
2013-04-25,104.88,36.49,44.24,18.03,79.33
2013-04-26,103.79,36.46,45.84,17.96,78.66
2013-04-29,103.83,36.73,45.23,18.13,81.13
2013-04-30,104.71,36.92,46.05,18.47,81.44
2013-05-01,104.55,36.89,45.55,18.71,79.77
2013-05-02,106.04,37.06,43.99,19.88,79.49
2013-05-03,107.83,36.8,44.68,19.72,79.5
2013-05-06,107.84,35.85,44.59,19.99,78.82
2013-05-07,108.01,36.06,44.91,19.87,79.05
2013-05-08,108.2,36.29,43.49,20.39,80.0
2013-05-09,109.92,36.18,44.24,21.07,80.09
2013-05-10,110.48,36.17,45.01,22.4,80.48
2013-05-13,110.5,36.35,44.54,23.39,79.92
2013-05-14,110.59,37.05,45.35,23.15,80.55
2013-05-15,111.5,37.66,46.03,23.22,80.76
2013-05-16,111.07,36.83,46.21,23.11,80.61
2013-05-17,111.39,36.59,47.17,23.325,82.24
2013-05-20,111.72,37.81,46.26,23.11,82.53
2013-05-21,112.01,37.72,46.54,22.97,82.9
2013-05-22,110.79,37.72,46.76,21.83,82.52
2013-05-23,110.41,37.48,46.59,21.72,82.52
2013-05-24,110.27,37.76,45.44,21.98,82.22
2013-05-28,111.59,38.56,45.39,22.17,83.09
2013-05-29,111.13,37.72,43.88,21.29,82.95
2013-05-30,111.42,37.68,44.55,21.76,82.84
2013-05-31,110.27,36.67,42.69,21.57,82.11
2013-06-03,110.61,37.16,43.36,21.87,82.1
2013-06-04,110.02,36.8,43.63,21.12,81.25
2013-06-05,108.59,36.3,43.04,20.83,79.58
2013-06-06,108.67,36.64,43.5,21.15,79.55
2013-06-07,111.11,37.51,44.0,21.13,80.9
2013-06-10,110.81,37.49,43.92,21.06,81.55
2013-06-11,110.22,36.83,43.59,20.81,80.41
2013-06-12,109.03,36.44,42.77,20.78,79.71
2013-06-13,111.2,36.7,43.15,21.49,81.08
2013-06-14,111.03,36.81,43.21,21.61,80.55
2013-06-17,111.91,36.89,43.01,21.74,82.45
2013-06-18,112.97,37.51,43.54,22.0,82.93
2013-06-19,111.57,36.21,43.04,22.07,81.83
2013-06-20,108.78,35.17,41.06,21.61,79.52
2013-06-21,109.59,35.58,42.62,21.25,79.4
2013-06-24,107.5,34.97,41.89,20.57,79.16
2013-06-25,108.24,35.11,42.63,20.77,79.66
2013-06-26,109.68,35.6,43.38,21.17,79.56
2013-06-27,110.24,35.36,43.13,21.37,80.22
2013-06-28,109.35,34.88,41.34,21.56,71.96
2013-07-01,109.31,35.03,41.61,22.27,72.1
2013-07-02,108.73,34.86,42.21,22.01,72.12
2013-07-03,109.45,34.25,42.23,22.15,72.68
2013-07-05,111.54,34.92,42.72,22.37,73.64
2013-07-08,112.13,35.41,43.68,22.92,74.47
2013-07-09,113.35,34.74,43.32,23.24,74.1
2013-07-10,113.43,34.74,43.91,23.34,74.35
2013-07-11,114.53,35.37,43.78,22.87,75.2
2013-07-12,115.14,35.32,45.05,23.14,75.52
2013-07-15,114.85,35.48,44.62,23.65,76.25
2013-07-16,114.34,35.7,43.81,23.7,75.29
2013-07-17,114.64,35.82,43.96,24.5,75.16
2013-07-18,115.48,35.7,44.32,24.35,75.44
2013-07-19,116.19,35.87,44.52,24.49,75.22
2013-07-22,116.28,35.8,44.97,24.5,75.0
2013-07-23,116.75,36.68,44.31,24.51,74.25
2013-07-24,116.33,36.45,43.64,24.34,73.72
2013-07-25,116.55,36.58,44.24,24.51,73.14
2013-07-26,116.91,36.78,44.79,24.43,73.12
2013-07-29,116.61,36.74,45.06,24.64,72.37
2013-07-30,116.84,36.88,44.7,24.98,73.74
2013-07-31,117.43,36.63,45.48,25.08,73.81
2013-08-01,118.41,36.84,45.25,24.15,74.85
2013-08-02,118.26,36.75,45.32,23.03,74.59
2013-08-05,117.92,36.45,44.71,22.64,74.23
2013-08-06,117.5,36.1,44.88,22.49,73.25
2013-08-07,117.83,35.93,44.57,22.05,73.0
2013-08-08,118.68,35.92,45.06,22.3,72.98
2013-08-09,118.31,35.89,44.71,22.29,73.53
2013-08-12,118.38,35.9,45.04,22.62,72.79
2013-08-13,118.67,35.94,44.93,23.12,72.88
2013-08-14,117.62,35.61,44.58,23.48,71.5
2013-08-15,115.85,35.03,43.21,22.76,71.53
2013-08-16,115.9,34.97,43.0,22.43,71.65
2013-08-19,115.61,34.88,43.37,22.57,71.67
2013-08-20,115.42,34.71,42.97,22.38,72.16
2013-08-21,113.42,34.64,42.31,22.23,72.81
2013-08-22,114.67,34.67,42.92,22.44,74.1
2013-08-23,114.4,34.84,43.43,22.43,74.01
2013-08-26,114.33,34.52,43.45,23.19,73.73
2013-08-27,112.73,34.01,42.63,22.43,72.24
2013-08-28,113.0,33.75,42.56,22.62,72.45
2013-08-29,113.32,33.73,42.62,23.64,72.72
2013-08-30,113.58,33.33,42.61,23.55,72.25
2013-09-03,113.22,32.93,42.59,24.01,73.08
